Policy Number,Quote Date,Quote Ref,Policy start date,Line of Business,Underwriter,Premium amount,Policy status,Last renewal date,Payment Method,Business source,Account number,Sort code,Cancel Date,Declared accident,Conviction,Title,First name,Surname,Gender,Address Postcode,Email,Phone,Voluntary Excess,Compulsory Excess,Occupation,NCB,Licence Years,Email Domain,Marital status ,Véhicule registration ,Make ,Model,Class of use,Cover type,Purchase Date,Storage,Vehicle value ,Date of Birth 
Mf42350881,28/03/2025,Q473016,23/10/2025,Private,Tradex insurance,1050.16 USD,Suspended,23/06/2023,Direct debit,Direct,51128772,72379,null,NO,No,Miss,Joseph,Hall,Other,"94 Bristol Road, G67 1XX",joseph.hall@yahoo.com,7863756358,100,50,Accountant,6,2,gmail.com,Married,LD12VZC,Audi,A4,Business use,Third Party fire,07/03/2020,Driveway,33318,07/03/1971
A39992465,12/12/2024,Q437507,08/11/2025,Private,AXA,160.32 USD,Cancelled,null,Monthly,Comparison Site,60499645,85089,null,null,YES,Dr,Charles,Brown,Other,"47 Manchester Road, G35 5XX",charles.brown@gmail.com,7471244958,0,50,Teacher,4,6,gmail.com,Living with partner,MP10YZC,Audi,Q5,Social only,Third Party fire,27/11/2016,Private Land,13681,20/06/1960
Q20819179,01/11/2025,Q203481,09/11/2025,Private,Aviva,235.72,Cancelled,null,Monthly,Comparison Site,26246473,96372,null,null,No,Mrs,Mark,Green,Female,"91 Liverpool Road, M6 5XX",mark.green@hotmail.com,7118488011,250,0,Teacher,5,2,gmail.com,Divorced,MD15XZC,Audi,A3,Social only,Third Party fire,09/05/2023,Street,5063,22/02/2000
A59871005,06/10/2025,Q197034,10/02/2025,Private,Markerstudy Insurance,1378.92,Suspended,null,paid in full,Direct,97435846,40723,null,No,No,Mr,Robert,Thompson,Other,"82 Bristol Road, G55 2XX",robert.thompson@hotmail.com,7968950852,250,100,Retired,1,1,gmail.com,Marriage,GD17XAZ,Mercedez,A Class,Commercial,Comprehensive,04/04/2023,Car Park,33048,03/07/1972
H80040074,12/01/2025,Q534868,20/11/2025,Commercial,Allianz,1354.36,Live,null,paid in full,Aggregator,94392800,99850,09/03/2024,NO,Yes,Mrs,Mia,evans ,Female,"41 Manchester Road, M72 4XX",mia.evans@yahoo.com,7260519646,100,200,Engineer,8,4,Hotmail.com,Widowed,MP20XZC,Mercedes,A Class,Social & Commuting,Third Party only,26/06/2022,Garage,35709,23/07/1973
P73826103,15/04/2024,Q831013,28/12/2024,Commercial,Tradex insurance,1915.11,Suspended,null,Monthly,Aggregator,48530318,59819,16/09/2025,No,Yes,Mx,James,Taylor,Other,"35 Edinburgh Road, G17 7XX",james.taylor@yahoo.com,7166899779,250,200,Doctor,8,18,Gmail.com,Marriage,GP19VAB,Mercedes,C Class,Social only,Third Party only,07/11/2016,Garage,47873,15/10/1978
Q87401003,07/03/2024,Q877061,09/10/2024,Commercial,Direct Line,1913.94,lapse,null,Monthly,Direct,76776596,41356,null,YES,NO,Mr,Sophia,Hall,Other,"37 Bristol Road, M28 2XX",sophia.hall@gmail.com,7517313408,250,50,Accountant,12,5,Gmail.com,Widowed,MD14YYZ,Toyota,Yaris,Social & Commuting,Third Party only,15/02/2020,Garage,18989,25/02/1982
Q96880771,21/05/2024,Q827009,12/09/2025,Commercial,Zurich,-452.11,Pending,null,Monthly,Broker,88838535,27850,null,No,YES,Miss,Olivia,Williams,Other,"4 Edinburgh Road, L76 7XX",olivia.williams@hotmail.com,7400081559,100,100,Unemployed,7,15,Hotmail.com,Living with partner,GD17YZB,Volkwagen,Polo,Commercial,Third Party fire,16/06/2020,Driveway,1279,01/01/1983
A70696342,05/04/2024,Q781011,21/08/2025,Private,Allianz,-340.24,Pending,26/11/2023,paid in full,Comparison Site,53815208,21166,null,No,null,Mx,Olivia,jones ,Female,"8 Liverpool Road, L14 3XX",olivia.jones@yahoo.com,7898588218,0,0,Sales Assistant,6,7,Yahoo.com,Single,LP15XYC,Ford,Mondeo,Social only,Third Party fire,09/01/2017,Street,3158,23/04/1967
P25319871,07/05/2025,Q448377,null,Commercial,Zurich,1035.51,Suspended,null,Credit Card,Direct,97091739,67907,null,Yes,NO,Mrs,Charles,Thompson,Other,"57 Liverpool Road, L50 1XX",charles.thompson@hotmail.com,7688547947,0,100,Retired,4,8,Hotmail.com,Widowed,LA24YYB,Volkwagen,Golf,Social only,Third Party only,09/07/2021,Driveway,15737,13/12/2004
P92884763,15/07/2025,Q175835,10/05/2024,Commercial,Aviva,1060.86,Live,null,Credit Card,Broker,46957233,26180,null,NO,NO,Dr,Sarah,Robinson,Male,"69 Birmingham Road, M5 9XX",sarah.robinson@gmail.com,7527852410,0,50,Doctor,5,3,gmail.com,Married,CD13XZZ,Mercedez,C Class,Commercial,Third Party only,11/10/2019,Driveway,34506,03/05/1965
A31595120,20/06/2024,Q467987,25/08/2025,Private,Tradex insurance,740.88,Cancelled,null,Cheque,Aggregator,98214549,86825,null,YES,No,Mrs,Joseph,Smith,Other,"52 Birmingham Road, G73 9XX",joseph.smith@yahoo.com,7686344718,250,0,Nurse,10,2,gmail.com,Divorced,CA19YYB,Ford,Focus,Commercial,Third Party fire,24/04/2015,Garage,33705,23/01/2003
Q17504767,04/09/2024,Q266103,17/12/2025,Private,Allianz,553.62,Cancelled,null,Monthly,Comparison Site,25009722,75369,27/12/2024,NO,Yes,Ms,Harper,Wilson,Female,"74 Birmingham Road, B1 5XX",harper.wilson@hotmail.com,7884707732,100,200,Student,0,4,Gmail.com,Married,MP14VYC,BMW,X5,Business use,Comprehensive,28/03/2016,Car Park,29608,31/01/1983
Q45845607,12/01/2024,Q823718,26/09/2024,Private,Tradex insurance,848.37,Pending,30/09/2024,paid in full,Comparison Site,93265818,68077,null,Yes,YES,Dr,Michael,Johnson,Other,"84 Manchester Road, L55 2XX",michael.johnson@yahoo.com,7990152140,500,100,Sales Assistant,4,10,Yahoo.com,Marriage,CA10YAB,Ford,Fiesta,Commercial,Third Party only,27/09/2022,Car Park,12619,27/09/1994
H65572507,24/04/2024,Q585163,23/06/2025,Commercial,Markerstudy Insurance,735.45,Suspended,null,Credit Card,Comparison Site,47176414,31823,null,No,null,Mr,Robert,Jones,Other,"79 Bristol Road, M97 6XX",robert.jones@yahoo.com,7641069825,250,200,Retired,1,3,Gmail.com,Single,GA21XAC,Volkswagen,Passat,Social only,Comprehensive,20/02/2016,Private Land,48081,04/10/1983
Mf84756255,21/04/2025,Q229099,03/05/2024,Private,Tradex insurance,1237.34 USD,Pending,null,Credit Card,Direct,51776994,24753,18/04/2025,Yes,No,Ms,Robert,Wright,Other,"41 Birmingham Road, G83 2XX",robert.wright@hotmail.com,7860531121,0,0,Engineer,5,2,Hotmail.com,Married,LP13YYZ,Volkswagen,Passat,Commercial,Third Party only,28/11/2023,Driveway,20296,30/09/1991
Q47600776,12/02/2024,Q561358,null,Commercial,Allianz,$1582.58,Suspended,null,Direct debit,Aggregator,81737431,59189,null,null,No,Mr,Katie,Evans,Male,"51 Bristol Road, G4 2XX",katie.evans@gmail.com,7475201016,100,50,IT Consultant,8,20,gmail.com,Divorced,MP18XZZ,Toyota,RAV4,Business use,Third Party fire,26/10/2020,Driveway,1507,17/12/1987
H48534090,06/08/2025,Q451882,23/03/2024,Private,Zurich,1564.39,Live,null,paid in full,Comparison Site,39531371,75640,null,No,No,Miss,Robert,Williams,Male,"32 Leeds Road, M43 8XX",robert.williams@yahoo.com,7588863629,0,200,IT Consultant,15,2,Yahoo.com,Living with partner,CA18YZB,Ford,Fiesta,Business use,Third Party fire,24/04/2015,Street,12064,30/01/1989
A48834190,16/01/2024,Q318137,22/05/2025,Private,Allianz,987.44,Pending,14/11/2023,Monthly,Direct,91832295,25102,null,null,Yes,Mrs,Emma,Smith,Male,"77 Glasgow Road, B43 6XX",emma.smith@gmail.com,7433070849,500,0,Sales Assistant,1,4,Hotmail.com,Single,MD14YYZ,Audi,Q5,Business use,Third Party only,26/10/2018,Driveway,43208,07/01/1992
Mf61479923,27/08/2024,Q793706,22/12/2024,Commercial,AXA,472.45,lapse,null,Direct debit,Comparison Site,86938025,48648,null,Yes,null,Mx,Robert,Wright,Female,"19 Leeds Road, B32 9XX",robert.wright@gmail.com,7902673057,500,100,Engineer,9,0,gmail.com,Divorced,MD25XYB,Volkswagen,Golf,Business use,Third Party only,11/09/2020,Driveway,9334,19/02/1962
Mf49792935,14/03/2025,Q324474,23/05/2024,Private,Zurich,1938.11,lapse,null,Cheque,Direct,47479101,69971,null,NO,YES,Mx,Olivia,North,Other,"37 Manchester Road, M61 9XX",olivia.north@gmail.com,7736258726,500,200,Student,4,16,Hotmail.com,Marriage,MD18YYB,Toyota,RAV4,Commercial,Third Party only,12/05/2020,Car Park,33557,11/04/1983
H29034890,10/05/2025,Q831625,06/11/2024,Commercial,Allianz,-695.82,Pending,24/11/2023,paid in full,Broker,72955023,40651,null,null,null,Mr,Amelia,Jones,Male,"3 Glasgow Road, B25 6XX",amelia.jones@hotmail.com,7508024940,100,50,Personal Trainer,6,4,Gmail.com,Widowed,GP15YZB,Mercedez,C Class,Social only,Third Party fire,23/01/2017,Car Park,28554,17/06/1975
Q76649768,07/04/2025,Q370722,23/02/2024,Private,Direct Line,1179.54,Pending,Invalid Date,Monthly,Comparison Site,17185784,23142,null,null,null,Mrs,Joseph,wilson ,Male,"30 Liverpool Road, B86 8XX",joseph.wilson@hotmail.com,7157938212,250,50,Nurse,3,15,Hotmail.com,Widowed,MP25VYC,Toyota,Corolla,Business use,Comprehensive,24/02/2023,Private Land,44136,29/03/1993
H29732815,03/01/2025,Q197591,23/01/2025,Private,AXA,1196.33,Live,null,paid in full,Direct,19033148,60183,null,NO,YES,Mx,Charles,North,Other,"75 Leeds Road, B77 7XX",charles.north@yahoo.com,7270207122,0,50,Personal Trainer,7,19,Hotmail.com,Living with partner,CA16XAC,Volkswagen,Golf,Social only,Third Party only,01/05/2022,Garage,4607,20/12/1976
A53543016,21/09/2024,Q187781,02/09/2024,Commercial,Aviva,531.13,Pending,null,Cheque,Aggregator,55233870,57186,null,null,No,Miss,Mark,Wilson,Female,"27 London Road, L54 5XX",mark.wilson@hotmail.com,7444279534,100,50,Manager,2,5,Hotmail.com,Single,CD16YZZ,BMW,5 Series,Social only,Third Party fire,05/03/2019,Driveway,19299,30/04/1983
H49571598,20/04/2024,Q444181,09/02/2025,Commercial,Aviva,293.2,Suspended,null,Cheque,Direct,76182731,42865,02/06/2024,NO,No,Miss,Charles,Davies,Other,"27 London Road, M69 7XX",charles.davies@gmail.com,7906610072,0,50,IT Consultant,12,19,gmail.com,Widowed,CP18YAC,Volkwagen,Polo,Social only,Comprehensive,18/09/2016,Garage,12003,24/05/1970
Mf99663565,20/06/2024,Q278668,13/01/2025,Private,AXA,544.03,lapse,null,Credit Card,Comparison Site,96804787,63970,null,null,null,Ms,Mia,Williams,Male,"76 Birmingham Road, M39 9XX",mia.williams@hotmail.com,7138958087,100,100,Student,3,4,Yahoo.com,Marriage,MP23YAZ,Ford,Focus,Business use,Comprehensive,20/03/2016,Private Land,11147,29/10/1983
H71151096,01/06/2025,Q181149,05/06/2025,Commercial,AXA,848.33,Cancelled,null,Direct debit,Aggregator,76092963,32193,null,No,No,Miss,William,North,Other,"64 London Road, B35 6XX",william.north@gmail.com,7220901670,100,0,Personal Trainer,10,8,Yahoo.com,Single,MP23YZZ,BMW,5 Series,Social & Commuting,Comprehensive,29/05/2018,Street,9902,15/05/1985
Mf64915051,22/12/2025,Q167399,01/04/2024,Private,AXA,172.11,Suspended,null,paid in full,Aggregator,33201885,21355,null,null,NO,Dr,Mark,robinson ,Male,"53 London Road, B44 3XX",mark.robinson@yahoo.com,7301497415,250,0,IT Consultant,15,14,Hotmail.com,Marriage,MP12VAZ,Audi,A4,Social & Commuting,Comprehensive,11/05/2021,Driveway,18904,16/11/1963
A48471519,05/07/2024,Q257552,14/07/2025,Private,Markerstudy Insurance,890.05 USD,Suspended,null,Credit Card,Direct,34532079,48410,12/11/2025,null,YES,Ms,Sophia,Robinson,Female,"9 Liverpool Road, L16 9XX",sophia.robinson@gmail.com,7806977157,0,0,Retired,13,3,gmail.com,Single,MD12XAB,Mercedez,C Class,Social only,Comprehensive,29/11/2015,Driveway,39050,13/01/1996
Mf29421318,09/10/2024,Q637813,25/12/2025,Commercial,Direct Line,1111.09,Pending,null,Cheque,Broker,57760108,45841,null,YES,NO,Mrs,Mia,green ,Other,"90 Glasgow Road, L8 8XX",mia.green@hotmail.com,7825023931,100,200,Driver,8,15,Gmail.com,Living with partner,CD13XZB,BMW,X5,Business use,Third Party only,29/07/2017,Garage,3761,25/03/1990
P23843588,20/01/2024,Q194986,10/11/2024,Commercial,Aviva,232.34,lapse,22/02/2023,Cheque,Direct,97977261,65342,null,NO,null,Ms,Katie,Jones,Female,"21 Edinburgh Road, M58 4XX",katie.jones@hotmail.com,7450901414,500,100,Personla Trainer,13,8,Gmail.com,Divorced,CP23VZB,Volkswagen,Passat,Social only,Third Party fire,11/06/2023,Private Land,39900,09/01/1989
Mf76365128,16/10/2024,Q270348,21/01/2025,Commercial,AXA,1104.91,Cancelled,06/11/2023,Monthly,Direct,99113618,75214,16/11/2024,YES,YES,Dr,David,Brown,Other,"90 Leeds Road, B97 3XX",david.brown@yahoo.com,7992057153,100,50,Personal Trainer,2,16,gmail.com,Living with partner,CP23YAB,Mercedes,A Class,Social only,Comprehensive,01/02/2022,Garage,11387,16/08/1990
H96810983,30/07/2024,Q106246,28/07/2024,Commercial,AXA,714.67,Cancelled,null,Credit Card,Comparison Site,41126340,36561,null,NO,Yes,Mx,Sophia,White,Male,"77 Edinburgh Road, M52 4XX",sophia.white@yahoo.com,7537657335,0,200,Driver,11,2,Gmail.com,Widowed,GA22YZB,Toyota,Corolla,Social only,Third Party only,10/06/2023,Driveway,9040,15/08/1969
H51584060,29/07/2024,Q926071,07/08/2025,Private,Tradex insurance,1210.11,Pending,null,Monthly,Direct,20977560,86748,null,NO,No,Miss,Amelia,White,Male,"66 Birmingham Road, G1 6XX",amelia.white@yahoo.com,7135586477,500,50,Doctor,6,12,Hotmail.com,Marriage,MP10VYZ,Volkwagen,Polo,Social only,Comprehensive,11/07/2017,Car Park,32093,22/07/1967
P14388284,11/12/2024,Q503300,23/11/2025,Commercial,Tradex insurance,1318.81,Cancelled,null,Direct debit,Broker,52742789,24186,03/06/2025,No,null,Mrs,Joseph,Williams,Other,"19 Glasgow Road, M31 5XX",joseph.williams@hotmail.com,7318607657,0,0,Student,13,20,Gmail.com,Divorced,GD25VZB,Mercedez,C Class,Business use,Comprehensive,23/04/2022,Car Park,15627,07/09/1980
H63878240,19/01/2025,Q683383,29/04/2025,Private,Zurich,1472.56 USD,Pending,07/05/2023,paid in full,Comparison Site,25397145,54772,null,No,YES,Mr,Robert,Brown,Other,"48 Manchester Road, B98 8XX",robert.brown@hotmail.com,7956203560,500,50,Accountant,3,8,gmail.com,Married,CD14VZB,Audi,A3,Social only,Third Party fire,04/10/2019,Private Land,43701,03/06/1970
Q77106583,12/09/2025,Q562444,30/07/2025,Private,Tradex insurance,1928.38,Live,null,paid in full,Comparison Site,57428410,11027,null,YES,No,Mrs,Katie,Jones,Female,"39 Birmingham Road, L21 3XX",katie.jones@hotmail.com,7404878285,250,0,Teacher,9,5,Yahoo.com,Marriage,MD10VZZ,BMW,X5,Business use,Comprehensive,28/12/2021,Garage,38374,Invalid Date
H30862310,30/03/2025,Q563398,25/07/2025,Private,Markerstudy Insurance,929.47,Live,null,Credit Card,Comparison Site,47898925,43504,null,Yes,Yes,Miss,William,Walker,Other,"49 Birmingham Road, M81 9XX",william.walker@gmail.com,7542284805,0,200,Student,15,8,gmail.com,Single,CP25XZZ,Mercedes,E Class,Social only,Third Party only,24/01/2021,Private Land,7535,24/04/1990
Mf36914063,12/01/2025,Q436388,21/08/2025,Private,Zurich,688.66,Pending,null,paid in full,Comparison Site,33434174,17969,null,YES,null,Mrs,Thomas,Hall,Female,"66 Liverpool Road, B57 6XX",thomas.hall@hotmail.com,7321073769,500,50,Engineer,10,13,Gmail.com,Single,LD24VAB,Volkswagen,Polo,Commercial,Third Party fire,01/11/2022,Garage,12793,23/07/1981
H30184936,null,Q161151,10/03/2025,Private,Zurich,1465.91,Cancelled,26/08/2023,paid in full,Aggregator,11749044,54984,null,null,YES,Miss,Charles,Brown,Male,"61 Bristol Road, M86 9XX",charles.brown@yahoo.com,7694061149,100,200,Accountant,8,7,gmail.com,Marriage,CP17XAB,Audi,A4,Social only,Comprehensive,11/07/2020,Private Land,27669,27/03/2001
Mf32710059,29/06/2025,Q321674,15/06/2025,Private,Allianz,1083.06,Suspended,null,paid in full,Comparison Site,31582136,30006,05/09/2024,null,No,Mr,Sarah,White,Male,"28 Bristol Road, M99 7XX",sarah.white@hotmail.com,7997211885,250,0,Engineer,10,5,gmail.com,Widowed,LP23YYB,Mercedes,E Class,Commercial,Third Party fire,26/10/2023,Garage,38412,29/02/1972
H52617717,15/03/2025,Q393153,26/01/2025,Private,Tradex insurance,1476.94,Cancelled,null,paid in full,Aggregator,59308259,80533,null,Yes,NO,Dr,Harper,Stick,Female,"72 Leeds Road, G69 5XX",harper.stick@yahoo.com,7655145025,250,0,Retired,8,8,Yahoo.com,Marriage,MD11VAZ,BMW,5 Series,Social only,Comprehensive,null,Garage,5938,15/09/2004
Q50388896,01/03/2024,Q578504,22/06/2024,Private,Aviva,1080.18,Cancelled,25/12/2023,paid in full,Direct,80296672,35407,null,Yes,Yes,Mrs,William,Smith,Male,"2 Birmingham Road, M51 9XX",william.smith@gmail.com,7838744054,0,50,Retired,0,2,Yahoo.com,Living with partner,LP15VZZ,Toyota,Corolla,Social only,Third Party only,10/09/2015,Street,43607,21/06/1998
Q47280947,27/11/2024,Q143112,30/05/2025,Private,Tradex insurance,1718.18,lapse,23/01/2023,Cheque,Comparison Site,57884042,63320,null,No,No,Dr,Joseph,Brown,Female,"64 Manchester Road, L46 9XX",joseph.brown@hotmail.com,7893509353,500,200,Personla Trainer,5,20,Yahoo.com,Marriage,GA13XYC,Volkwagen,Polo,Social only,Third Party only,09/12/2015,Private Land,21308,01/01/1981
H97438848,17/05/2024,Q963235,04/05/2024,Private,Tradex insurance,1892.01,Cancelled,null,Credit Card,Aggregator,13952414,83030,07/10/2025,YES,YES,Mr,Michael,Evans,Other,"1 Manchester Road, G82 6XX",michael.evans@hotmail.com,7143253007,100,0,Personla Trainer,0,8,gmail.com,Single,GA21VYC,Toyota,Corolla,Social & Commuting,Comprehensive,24/05/2017,Car Park,48875,19/04/1997
P13780175,27/05/2024,Q932504,26/05/2025,Private,AXA,455.96,Cancelled,null,Direct debit,Direct,16228382,81183,null,Yes,YES,Dr,Sarah,Johnson,Other,"47 Glasgow Road, M20 4XX",sarah.johnson@gmail.com,7246717987,500,50,Manager,13,5,Gmail.com,Married,CP22YZZ,Mercedez,A Class,Social only,Comprehensive,06/07/2023,Garage,10835,10/01/1985
Q19006015,02/03/2024,Q605984,06/11/2024,Commercial,Allianz,1633.56,Pending,05/05/2024,paid in full,Broker,29010532,61789,null,No,NO,Mr,John,Davies,Other,"25 Manchester Road, B90 5XX",john.davies@hotmail.com,7803261334,250,200,Retired,0,15,Hotmail.com,Widowed,CA16VYB,BMW,5 Series,Commercial,Comprehensive,16/09/2022,Driveway,18477,12/05/1992
H90749913,04/12/2024,Q913414,29/10/2024,Private,Markerstudy Insurance,449.95,lapse,null,Cheque,Aggregator,81901980,39275,null,Yes,YES,Ms,Harper,Robinson,Male,"85 Liverpool Road, M3 8XX",harper.robinson@gmail.com,7379387376,0,50,Nurse,2,9,Yahoo.com,Single,LP25VYB,Mercedes,A Class,Social & Commuting,Third Party fire,Invalid Date,Garage,38767,25/10/2001
H87691155,18/02/2025,Q819194,17/07/2025,Commercial,Zurich,458.21,Live,null,Cheque,Broker,44266496,34804,null,YES,YES,Mrs,Sarah,Johnson,Male,"36 Bristol Road, M62 5XX",sarah.johnson@hotmail.com,7650936481,0,0,IT Consultant,2,13,Yahoo.com,Divorced,GD24VYB,Mercedes,E Class,Social only,Comprehensive,Invalid Date,Private Land,6674,07/10/1964
H46141806,07/05/2024,Q744170,01/04/2025,Commercial,Zurich,1311.49,Suspended,19/03/2023,Monthly,Broker,56779753,91198,null,No,YES,Mx,John,Stick,Other,"48 Glasgow Road, G40 1XX",john.stick@yahoo.com,7279600391,500,200,Personla Trainer,5,18,gmail.com,Marriage,MA12XAC,Toyota,Corolla,Commercial,Third Party only,08/07/2023,Private Land,18919,03/05/1971
Mf52838351,24/06/2024,Q672405,21/10/2024,Private,Direct Line,1535.26,Cancelled,02/09/2023,Cheque,Aggregator,81294457,44822,null,null,null,Ms,Harper,North,Male,"48 Leeds Road, L24 7XX",harper.north@gmail.com,7923067899,250,200,Personla Trainer,5,14,gmail.com,Single,MP18XYC,Mercedes,A Class,Commercial,Third Party fire,16/08/2015,Garage,16590,25/08/1997
P12408890,30/08/2024,Q749694,11/12/2025,Commercial,Direct Line,1572.5 USD,Suspended,null,Credit Card,Aggregator,26717867,62634,null,null,No,Mrs,David,Johnson,Male,"63 Glasgow Road, M58 9XX",david.johnson@gmail.com,7578648126,500,200,Personal Trainer,4,12,Gmail.com,Married,GA12VZC,Ford,Fiesta,Social & Commuting,Third Party fire,26/04/2015,Driveway,6907,27/11/1973
A81797613,31/12/2025,Q631176,17/02/2024,Commercial,Aviva,1383.9,Cancelled,null,paid in full,Comparison Site,84772040,68327,null,NO,YES,Miss,Emma,Brown,Male,"52 Bristol Road, M41 6XX",emma.brown@yahoo.com,7752732902,100,100,Personla Trainer,10,9,Yahoo.com,Living with partner,CA10XZB,BMW,5 Series,Business use,Third Party only,25/10/2016,Private Land,49650,11/11/1980
Q47291638,11/04/2025,Q690684,22/01/2024,Commercial,Markerstudy Insurance,-1641.31,lapse,10/12/2024,Direct debit,Comparison Site,83171298,11107,null,NO,No,Ms,Thomas,Taylor,Other,"55 Liverpool Road, L9 8XX",thomas.taylor@gmail.com,7837489100,250,100,Manager,8,19,Gmail.com,Single,LD15YYZ,Audi,A4,Social only,Comprehensive,10/01/2021,Street,37876,11/08/1983
A74618137,20/04/2024,Q390561,24/02/2025,Private,AXA,999.96,Live,null,Cheque,Direct,28108603,41555,null,Yes,null,Miss,David,Wilson,Other,"72 Bristol Road, L53 5XX",david.wilson@hotmail.com,7627930320,0,100,Unemployed,4,1,gmail.com,Married,LD16YZZ,Toyota,Corolla,Commercial,Comprehensive,10/05/2016,Driveway,17008,04/10/2003
Q34087977,16/02/2024,Q654063,10/09/2025,Commercial,Markerstudy Insurance,1172.86,lapse,null,Monthly,Comparison Site,29267314,54287,null,YES,YES,Dr,John,Roberts,Other,"45 Glasgow Road, L67 9XX",john.roberts@yahoo.com,7225496859,0,50,Personal Trainer,5,19,Gmail.com,Living with partner,GA10XYC,Volkswagen,Golf,Commercial,Third Party fire,29/09/2022,Garage,21334,25/10/1987
Mf10033011,16/09/2025,Q208508,17/03/2024,Private,Direct Line,1103.08,lapse,null,Monthly,Aggregator,17290023,35388,null,YES,No,Mr,Olivia,Hall,Female,"99 London Road, M3 7XX",olivia.hall@hotmail.com,7905946364,250,100,IT Consultant,5,18,Gmail.com,Married,GD18XAZ,Volkswagen,Polo,Business use,Third Party fire,29/05/2019,Private Land,37245,17/12/1983
Q86705232,01/05/2025,Q139893,18/08/2024,Private,Allianz,1980.3,Cancelled,null,Monthly,Comparison Site,78364429,84534,null,null,Yes,Mx,Olivia,Hall,Male,"37 Leeds Road, L9 2XX",olivia.hall@yahoo.com,7541025468,500,100,Driver,13,11,Yahoo.com,Living with partner,MD16XAZ,Mercedez,C Class,Commercial,Comprehensive,18/12/2023,Driveway,8281,16/06/1960
H24469729,04/08/2024,Q958544,27/04/2025,Commercial,Allianz,1993.9,Pending,null,Direct debit,Broker,84550627,20537,null,YES,NO,Ms,Emily,Brown,Other,"55 Liverpool Road, M80 8XX",emily.brown@hotmail.com,7737028470,100,200,Accountant,3,17,Yahoo.com,Married,CA16YYB,Mercedez,C Class,Social only,Third Party only,13/07/2023,Private Land,32012,31/10/1997
A28155751,30/05/2025,Q268715,30/09/2024,Commercial,Aviva,937.99,Suspended,null,Monthly,Direct,20032444,26790,null,No,Yes,Mx,Amelia,Walker,Other,"53 Liverpool Road, M67 5XX",amelia.walker@yahoo.com,7628123351,500,100,Student,15,3,gmail.com,Living with partner,MA12XAB,Mercedez,A Class,Social & Commuting,Comprehensive,15/03/2021,Garage,11968,null
P49222137,10/11/2024,Q330590,30/11/2024,Private,Markerstudy Insurance,1864.42,lapse,null,Credit Card,Direct,45063820,37677,null,NO,null,Mrs,Isabella,williams ,Female,"14 Liverpool Road, L44 8XX",isabella.williams@gmail.com,7694255219,250,200,Driver,7,16,Gmail.com,Divorced,MA21XZZ,Audi,Q5,Social only,Third Party only,15/12/2023,Private Land,36532,10/11/1971
H75930380,02/04/2024,Q675736,24/06/2024,Commercial,Direct Line,null,lapse,null,Credit Card,Direct,12702996,51344,null,No,null,Mr,William,Davies,Male,"90 Edinburgh Road, B97 7XX",william.davies@hotmail.com,7783957487,250,50,Sales Assistant,7,3,gmail.com,Single,GD10VYC,Volkwagen,Golf,Business use,Third Party only,10/05/2016,Street,36325,04/02/2002
A17147509,24/10/2025,Q146302,25/07/2024,Commercial,Zurich,1226.59,Cancelled,11/04/2023,Credit Card,Broker,30091764,91592,null,null,Yes,Mr,James,Davies,Male,"93 London Road, L5 6XX",james.davies@hotmail.com,7981880210,100,200,Accountant,6,16,Yahoo.com,Single,CA23VZC,Ford,Mondeo,Commercial,Third Party only,09/10/2017,Garage,34912,04/10/1994
H37534644,22/12/2024,Q347683,11/04/2024,Commercial,AXA,336.02,Cancelled,null,Credit Card,Direct,86356166,80619,null,No,null,Miss,John,North,Female,"50 Leeds Road, B24 7XX",john.north@gmail.com,7947380448,0,200,Personal Trainer,8,19,Yahoo.com,Living with partner,GA11VZZ,Mercedez,C Class,Social & Commuting,Third Party only,17/12/2020,Driveway,30657,12/12/1960
H38461348,16/04/2025,Q349169,07/10/2024,Private,Tradex insurance,1906.8,lapse,18/10/2024,Cheque,Direct,25010380,50959,null,Yes,YES,Ms,David,Taylor,Male,"21 Bristol Road, B70 7XX",david.taylor@yahoo.com,7923477088,500,100,Manager,14,12,Yahoo.com,Widowed,CD15XYC,Toyota,Yaris,Social only,Third Party fire,15/07/2019,Driveway,13972,30/10/2005
Q19879219,23/03/2024,Q516843,21/07/2025,Private,Direct Line,288.74,Pending,null,paid in full,Broker,66844319,23243,null,null,YES,Miss,Katie,Wood,Male,"46 Birmingham Road, L11 9XX",katie.wood@hotmail.com,7941811867,0,100,Manager,3,4,gmail.com,Divorced,MA20VYB,Mercedes,E Class,Commercial,Third Party only,07/08/2022,Driveway,40528,19/12/2000
Mf12470559,15/09/2024,Q887398,02/08/2025,Private,AXA,1986.27,Pending,null,Direct debit,Aggregator,62572933,73181,null,NO,null,Ms,Emily,Taylor,Male,"87 Birmingham Road, M46 5XX",emily.taylor@yahoo.com,7472853959,0,200,Nurse,5,11,Yahoo.com,Marriage,MD17YZC,Volkwagen,Golf,Social only,Third Party fire,22/10/2020,Garage,28836,28/11/1998
Q19173036,11/12/2025,Q604903,07/10/2024,Commercial,Zurich,1352.25,Cancelled,null,Direct debit,Direct,49700896,13016,null,NO,null,Mr,William,Wood,Other,"54 London Road, G36 7XX",william.wood@gmail.com,7498856187,250,200,Student,14,4,Gmail.com,Married,CD19YZB,Toyota,Corolla,Social only,Third Party fire,24/05/2023,Driveway,39790,16/03/1978
